
"Grande Ed","Quando cheguei à cidade para apresentar um seminário sobre Gerência Obstinada, um pequeno grupo me levou para jantar a fim de me instruir sobre as pessoas a quem eu falaria no dia seguinte.

O líder óbvio do grupo era o ""Grande Ed"", um homenzarrão corpulento, de voz grave e retumbante. Durante o jantar, ele me informou que trabalhava como intermediário numa grande organização internacional. Seu trabalho consistia em ir a determinadas divisões ou subsidiárias para rescindir o contrato do executivo encarregado.

– Joe – disse ele – estou realmente ansioso por amanhã, porque todos precisam ouvir um cara firme como você. Eles vão ver que o meu estilo é o certo – sorriu largamente e deu uma piscada.

Eu sorri. Sabia que o dia seguinte seria diferente do que ele estava prevendo.

No dia seguinte, ele sentou-se impassivelmente durante todo o seminário e, ao final, saiu sem me dizer nada.

Três anos depois, voltei àquela cidade para apresentar outro seminário gerencial para aproximadamente o mesmo grupo. O grande Ed estava lá de novo. De repente, por volta das dez horas, ele se levantou e perguntou em voz alta:

– Joe, posso dizer algo para estas pessoas?

Eu sorri e disse:

– Claro. Quando alguém é grande como você, Ed, pode dizer o que quiser.

O grande Ed prosseguiu dizendo:

– Todos vocês me conhecem e alguns sabem o que aconteceu comigo. No entanto, quero partilhar isso com todos vocês. Joe, acho que você vai gostar.

""Quando ouvi você sugerir a cada um de nós que, para nos tornarmos realmente firmes, deveríamos aprender a dizer àqueles que nos são caros que realmente os amamos, pensei que tudo aquilo não passasse de sentimentalismo barato. Tentei imaginar o que aquilo tinha a ver com ser firme. Você tinha dito que a firmeza é como o couro, e a dureza é como o granito; que a mente firme é aberta, flexível, disciplinada e tenaz. Mas eu não conseguia entender o que o amor tinha a ver com isso.

Naquela noite, quando me sentei diante de minha esposa na sala de estar, suas palavras ainda estavam me atormentando. Que tipo de coragem seria preciso para dizer à minha esposa que eu a amava? Será que qualquer pessoa não seria capaz de fazê-lo? Você também havia dito que isso deveria ser feito à luz do dia, e não no quarto. Deparei comigo mesmo limpando a garganta, e começando, e parando. Minha esposa olhou para cima e me perguntou o que eu havia dito, e eu respondi, ‘Ah, nada’. Então, de repente, levantei-me, atravessei a sala, empurrei o jornal dela nervosamente para o lado e disse: ‘Alice, eu te amo.’ Por um minuto ela pareceu sobressaltada. Então, lágrimas afloraram aos seus olhos e ela disse suavemente: ‘Ed, eu também te amo, mas esta é a primeira vez em vinte e cinco anos que você disse isso dessa forma.’

Conversamos durante algum tempo sobre como o amor, quando há bastante, é capaz de dissolver todo tipo de tensões e, de repente, decidi, no entusiasmo do momento, ligar para meu filho mais velho em Nova York. Nunca nos demos muito bem. Quando ouvi sua voz ao telefone, falei de sopetão: ‘Filho, você pode pensar que estou bêbado, mas não estou. Apenas pensei em te telefonar e dizer que eu te amo.’ Houve uma pausa do outro lado da linha, e então eu o ouvi dizer baixinho: ‘Papai, acho que já sabia, mas, com certeza, é muito bom ouvir. Quero que saiba que também te amo.’ Tivemos um bom papo e então liguei para meu filho mais novo em São Francisco. Sempre fomos mais chegados. Eu disse o mesmo a ele, e isso também proporcionou uma conversa realmente agradável, como nunca havíamos tido de fato. Ao me deitar naquela noite, pensando, percebi que tudo o que você havia falado – detalhes operacionais da verdadeira gerência – adquiriram um novo significado, e eu consegui perceber como aplicá-los se realmente entendesse e praticasse o amor obstinado. Comecei a ler livros sobre o assunto. Com certeza, Joe, várias personalidades têm muito a dizer, e comecei a perceber a enorme praticidade de aplicar o amor à minha vida, tanto em casa quanto no trabalho. Como alguns de vocês aqui sabem, eu realmente mudei minha forma de trabalhar com as pessoas. Comecei a prestar mais atenção e a ouvir de verdade. Aprendi o que é tentar conhecer os pontos fortes das pessoas, em vez de insistir em seus pontos fracos. Comecei a descobrir o verdadeiro prazer de ajudar a desenvolver sua confiança. Talvez o mais importante de tudo foi eu ter começado a entender, de verdade, que uma forma excelente de demonstrar amor e respeito pelas pessoas é esperar que utilizem seus pontos fortes para alcançar os objetivos que definimos juntos. Joe, esta é minha forma de dizer ‘Obrigado!’ E, coincidentemente, vamos falar do aspecto prático! Agora sou vice-presidente da empresa e as pessoas me chamam de líder principal. Ok, pessoal, agora ouçam esse cara!""


Do livro: Canja de galinha para a alma
Ediouro","2015-09-20 19:02:19"
"Tudo é o modo de dizer","""Podemos dizer a mesma coisa de formas diferentes.""
Tamerlão, o Coxo, poderoso rei assírio do século XIII, era um soberano muito cheio de si e consciente das deferências de que se julgava credor por parte de todos os súditos. Ele tinha uma particularidade física notável: um grande e monstruoso nariz, o que muito o aborrecia. Por isso, jamais tinha se deixado retratar.

Quando, porém, já idoso, seu filho e sucessor, preocupado com a possível ausência do retrato do pai na galeria real, tanto insistiu que conseguiu dele a anuência para retratá-lo.

O monarca estabeleceu uma condição: só aceitaria o retrato, como sua estampa oficial, se encontrasse um artista que o pintasse a contento. E os artistas que tripudiassem sua imagem, seriam executados, conforme a tradição do Reino, na forca.

Aceita a condição, mensagens foram espalhadas por todo o Reino, convocando os artistas para a importante e perigosa tarefa. Não obstante os riscos, três se apresentaram, para tentar o que seria a suprema obra de sua vida e ganhar assim fama, reconhecimento e muitas moedas de ouro. Justamente os três melhores mestres da arte pictórica do Reino se apresentaram para o comedido.

O primeiro retratou o monarca tal e qual, com o narigão enorme e tudo. O rei, vendo o quadro acabado, embora admirando o gênio artístico, enfureceu-se com a figura horrenda e mandou enforcar o infeliz artista.

A franqueza rude, contundente, que não hesita em expor toda a realidade dos fatos, doa a quem doer, acabou condenando o primeiro artista. Pessoas com essa atitude podem revelar o mérito da coragem e do desinteresse, mas tiram nota zero em relações humanas.

Veio o segundo e, temeroso, pintou o rei fielmente, com exceção do aberrante apêndice nasal, em cujo lugar colocou irrepreensível narizinho. O soberano, sentindo-se ridicularizado, assinou igualmente a pena capital do segundo, sem comiseração.

Isso se chama ""hipocrisia interesseira"" e pode revelar inteligência e engenhosidade para distorcer os fatos, a fim de agradar aqueles a quem desejam conquistar.

Chegou a vez do terceiro artista, o qual habilidoso, conhecendo a paixão do rei pela caça, retratou-o portanto um arco, a atirar numa raposa. E o antebraço na arma tapava-lhe justamente o nariz. Vendo o resultado do trabalho, o monarca sorriu satisfeito e recompensou-o generosamente.

Esta é a essência da verdade construtiva, evidenciando o que é útil, edificante e elegante, e, omitindo sutilmente os aspectos menos agradáveis da vida do próximo.


Do livro: Códigos da Vida 
Editora Soler","2015-09-20 19:02:50"
"Aprendemos fazendo","Há alguns anos, nem tantos, comecei a tocar violoncelo. A maioria das pessoas diria que estou ""aprendendo a tocar"" violoncelo. Mas essas palavras despertam em nossa mente a ideia estranha de que existem dois processos diferentes: (1) aprender a tocar violoncelo e (2) tocar violoncelo. Implicam que eu realizarei a primeira atividade até concluí-la, e então interromperei esse primeiro processo e iniciarei o segundo.

Em suma, continuarei ""aprendendo a tocar"" até que tenha ""aprendido a tocar"", e então começarei a tocar. Evidentemente, isso não faz sentido. Não existem dois processos, mas um único.

Aprendemos a fazer uma coisa fazendo-a. Não existe outra maneira.


Do livro: Canja de galinha para a alma
Ediouro","2015-09-20 19:03:38"
"O viajante","Um homem, tendo que fazer uma longa viagem, se preparou como melhor lhe convinha.

Teria um longo caminho pela frente, e neste tempo, enfrentaria muito sol, muita chuva, muito frio, enfim, inúmeros obstáculos. Achava que nada poderia detê-lo.

Para a sua caminhada, pegou calçados, roupas, chapéu, enfim, tudo o que achava necessário. E tudo era novo.

Pensou em seu destino e em tudo de valor que achava possuir.

Abriu sua mochila, e nela colocou tudo, calçado, roupa, chapéu, achando que se não os usasse no seu dia a dia, ao final, teria tudo ao seu dispor, quando quisesse. E novo.

Colocou tudo às costas, e partiu.

Ao longo de sua vida, após varias trilhas, viu-se cansado e não pode mais continuar. Estava exausto.

O peso às suas costas, com o seu tesouro, já lhe era insuportável.

Seus pés, rachados e sangrando, seu corpo surrado, machucado e frágil, sua cabeça ferida e seu pensamento, sem direção.

Olhou para os seus pés e para seu calçado. O sapato continuava novo, e seus pés, acabados.

Tomou a sua roupa nova e tocou o seu corpo velho e dolorido.

Levantou o seu chapéu, novo, e tentou colocá-lo em sua cabeça inchada.

Faltava muito para chegar, e tudo que possuía, novo, tal como preservou, de nada lhe servia agora.

Pensou em abandonar tudo.

Em silêncio, e pela primeira vez, concluiu que se tivesse utilizado o seu calçado, ele estaria velho, mas seus pés, doloridos, apenas. Se tivesse se vestido, sua roupa estaria rota, mas, seu corpo não estaria machucado, cansado e sujo. Se tivesse usado o seu chapéu, ele estaria com suas abas caídas, mas sua cabeça não estaria por estourar de dor.

Refletiu, e reconheceu que ali estavam os seus verdadeiros amigos. Para servi-lo, a todo instante, porém tentando somente preservá-los, não permitiu que eles participassem de sua vida.

Lembre-se:

Os seus amigos não querem estar somente em uma mochila, como o calçado, a roupa, o chapéu, como um fardo.

Querem é estar contigo, em toda a sua jornada, mesmo que cheguem desgastados, sujos, cansados, porém, certos de que, de algum modo, aliviaram a sua dor, seu sacrifício e participaram de sua alegria, e chegaram ao fim.

Todos...

Juntos....

Autor Desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 27 Novembro 2010 em Metáforas","2015-09-20 19:04:02"
"Os anjos guardiões","O menino voltou-se para a mãe e perguntou:

- Os anjos existem mesmo? Eu nunca vi nenhum.

Como ela lhe afirmasse a existência deles, o pequeno disse que iria andar pelas estradas, até encontrar um anjo.

- É uma boa idéia, falou a mãe. Irei com você.

- Mas você anda muito devagar, argumentou o garoto. Você tem um pé aleijado.

A mãe insistiu que o acompanharia. Afinal, ela podia andar muito mais depressa do que ele pensava. Lá se foram. O menino saltitando e correndo e a mãe mancando, seguindo atrás. De repente, uma carruagem apareceu na estrada. Majestosa, puxada por lindos cavalos brancos. Dentro dela, uma dama linda, envolta em veludos e sedas, com plumas brancas nos cabelos escuros. As jóias eram tão brilhantes que pareciam pequenos sóis. Ele correu ao lado da carruagem e perguntou à senhora:

- Você é um anjo? Ela nem respondeu. Resmungou alguma coisa ao cocheiro que chicoteou os cavalos e a carruagem sumiu, na poeira da estrada. Os olhos e a boca do menino ficaram cheios de poeira. Ele esfregou os olhos e tossiu bastante. Então, chegou sua mãe que limpou toda a poeira, com seu avental de algodão azul.

- Ela não era um anjo, não é, mamãe?

- Com certeza, não. Mas um dia poderá se tornar um, respondeu a mãe.

Mais adiante uma jovem belíssima, em um vestido branco, encontrou o menino. Seus olhos eram estrelas azuis e ele lhe perguntou:

- Você é um anjo? Ela ergueu o pequeno em seus braços e falou feliz:

- Uma pessoa me disse ontem à noite que eu era um anjo!

Enquanto acariciava o menino e o beijava, ela viu seu namorado chegando. Mais do que depressa, colocou o garoto no chão. Tudo foi tão rápido que ele não conseguiu se firmar bem nos pés e caiu.

- Olhe como você sujou meu vestido branco, seu monstrinho! Disse ela, enquanto corria ao encontro do seu amado. O menino ficou no chão, chorando, até que chegou sua mãe e lhe enxugou as lágrimas com seu avental de algodão azul. Aquela moça, certamente, não era um anjo.

O garoto abraçou o pescoço da mãe e disse estar cansado.

- Você me carrega?

- É claro, disse a mãe. Foi para isso que eu vim.

Com o precioso fardo nos braços, a mãe foi mancando pelo caminho, cantando a música que ele mais gostava. Então o menino a abraçou com força e lhe perguntou:

- Mãe, você não é um anjo?

A mãe sorriu e falou mansinho:

- Imagine, nenhum anjo usaria um avental de algodão azul como o meu...

Anjos são todos os que na Terra se tornam guardiões dos seus amores. São mães, pais, filhos, irmãos que renunciam a si próprios, a suas vidas em benefício dos que amam. Às vezes, podem estar do nosso lado e não percebemos.

Autor Desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 20 Novembro 2010 em Metáforas","2015-09-20 19:04:32"
"O pássaro indiano","Um mercador mantinha um pássaro numa gaiola. Estando de partida para a Índia, país do pássaro, perguntou-lhe se queria algo de lá. O pássaro lhe pediu sua liberdade, mas esta lhe foi negada. Então solicitou ao mercador que fosse a uma floresta na Índia e que anunciasse seu cativeiro aos pássaros livres que ali se encontrassem. O mercador assim fez e mal se referira ao seu cativo, um pássaro selvagem semelhante ao que ele mantinha na gaiola caiu ao chão da árvore onde pousara, sem sentidos.

Pensando que o pássaro fosse parente do seu canário engaiolado, o mercador ficou pesaroso por ter sido o causador daquela morte. Regressou a seu lar e então o pássaro cativo perguntou-lhe se trazia boas notícias da Índia.

- Receio que minhas notícias sejam más. Um de seus parentes teve um colapso e caiu morto a meus pés quando anunciei que você estava preso numa gaiola.

Mal essas palavras foram pronunciadas, o pássaro do mercador sofreu um colapso e caiu no fundo da gaiola.

- A notícia sobre a morte de seu parente também lhe trouxe a morte - murmurou o mercador.

Desolado, recolheu o pássaro e o colocou no rebordo da janela. Imediatamente o pássaro reviveu e voou para uma árvore próxima.

- Pode perceber agora - disse o pássaro - que o que você interpretou como uma tragédia era, na verdade, uma boa notícia para mim. E de como a mensagem, ou seja, a indicação de como me comportar para obter minha liberdade, me foi transmitida por meio de você, meu captor.

Dito isso, se afastou num voo largo, livre por fim.

Contos Sufi 
Enviada por: Edeli Arnaldi","2015-09-20 19:05:23"
"O Segredo do Tesouro de Bresa","Há uma história muito interessante, chamada ""O Tesouro de Bresa"", onde uma pessoa pobre compra um livro com o segredo de um tesouro. Para descobrir o segredo, a pessoa tem que decifrar todos os idiomas escritos no livro.

Ao estudar e aprender estes idiomas começam a surgir oportunidades na vida do sujeito, e ele lentamente (de forma segura) começa a prosperar. Depois ele precisa decifrar os cálculos matemáticos do livro. É obrigado a continuar estudando e se desenvolvendo, e a sua prosperidade aumenta. No final da história, não existe tesouro algum - na busca do segredo, a pessoa se desenvolveu tanto que ela mesma passa a ser o tesouro.

O profissional que quiser ter sucesso e prosperidade precisa aprender a trabalhar a si mesmo com muita disciplina e persistência. Vejo com frequência as pessoas dando um duro danado no trabalho, porque foram preguiçosas demais para darem um duro danado em si mesmas. As piores são as que acham que podem dar duro de vez em quando. Ou que já deram duro e agora podem se acomodar. Entenda: o processo de melhoria não deve acabar nunca. Acomodação é o maior inimigo do sucesso!!!

Por isso dizem que a viagem é mais importante que o destino. O que você é acaba sendo muito mais importante do que o que você tem. A pergunta importante não é ""quanto vou ter?"", mas sim ""no que vou me transformar?"" Não é ""quanto vou ganhar?"", mas sim ""quanto vou aprender?"". Pense bem e você notará que tudo o que tem é fruto direto da pessoa que você é hoje. Se você não tem o suficiente, ou se acha o mundo injusto, talvez esteja na hora de rever esses conceitos.

O porteiro do meu prédio me vem logo à mente. É porteiro desde que o conheço. Passa 8 horas por dia na sua sala, sentado atrás da mesa. Nunca o peguei lendo um livro. Está sempre assistindo à TV, ou reclamando do governo, do salário, do tempo. É um bom porteiro, mas em todos estes anos poderia ter se desenvolvido e hoje ser muito melhor do que é. Continua porteiro, sabendo (e fazendo) exatamente as mesmas coisas que sabia (e fazia) dez anos atrás. Aí reclama que o sindicato não negocia um reajuste maior todos os anos.

Nunca consegui fazê-lo entender que as pessoas não merecem ganhar mais só porque o tempo passou. Ou você aprende e melhora, ou merece continuar recebendo exatamente a mesma coisa. Produz mais? Vale mais, ganha mais. Produz a mesma coisa? Ganha a mesma coisa. É simples. Os rendimentos de uma pessoa raramente excedem seu desenvolvimento pessoal e profissional. Às vezes alguns têm um pouco mais de sorte, mas na média isso é muito raro.

É só ver o que acontece com os ganhadores da loteria, astros, atletas. Em poucos anos perdem tudo. Alguém certa vez comentou que se todo o dinheiro do mundo fosse repartido igualmente, em pouco tempo estaria de volta ao bolso de alguns poucos. Porque a verdade é que é difícil receber mais do que se é.

Como diz Jim Rohn, no que ele chama do grande axioma da vida: ""Para ter mais amanhã, você precisa ser mais do que é hoje"". Esse deveria ser o foco da sua atenção. Não são precisos saltos revolucionários, nem esforços tremendos repentinos. Melhore 1% todos os dias (o conceito de ""kaizen""), em diversas áreas da sua vida, sem parar.

""Se você não mudar quem você é, você continuará tendo o que sempre teve"".

Autor desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 06 Novembro 2010 em Metáforas","2015-09-20 19:05:56"
"Folha em branco","Certo dia um professor estava aplicando uma prova e os alunos, em silêncio, tentavam responder as perguntas com uma certa ansiedade.

Faltavam uns quinze minutos para o encerramento e um jovem levantou o braço e disse: professor, pode me dar uma folha em branco? O professor levou a folha até sua carteira e perguntou-lhe porque queria mais uma folha em branco, e o aluno falou: eu tentei responder as questões, rabisquei tudo, fiz uma confusão danada e queria começar outra vez.

Apesar do pouco tempo que faltava, o professor confiou no rapaz, deu-lhe a folha em branco e ficou torcendo por ele. A atitude do aluno causou simpatia ao professor que, tempos depois, ainda se lembrava daquele episódio simples, mas significativo.

Assim como aquele aluno, nós também recebemos de Deus, a cada dia, uma nova folha em branco. E muitos de nós só temos feito rabiscos, confusões, tentativas frustradas e uma confusão danada... Outros apenas amassam essa nova página e a arremessam na lixeira, preferindo a ociosidade, gastando o tempo na inutilidade.

Talvez hoje fosse um bom momento para começar a escrever, nessa nova página em branco, uma história diferente, visando um resultado mais feliz.

Assim como tirar uma boa nota depende da atenção e do esforço do aluno, uma vida boa também depende da atenção e da dedicação de cada um.

Não importa qual seja a sua idade, a sua condição financeira, a sua religião... Tome essa página em branco e passe sua vida a limpo. Escreva, hoje, um novo capítulo, com letras bem definidas e sem rasuras. E o principal: que todos possam ler e encontrar lições nobres. Não se preocupe em tirar nota dez, ser o primeiro em tudo, preocupe-se apenas em fazer o melhor que puder.

Pense que mesmo não tendo pedido, Deus lhe ofereceu uma outra folha em branco, que é o dia de hoje. Por isso, não se permita rabiscar ou escrever bobagens nesta nova página, nem desperdiçá-la.

Aproveite essa nova chance e escreva um capítulo feliz na sua história. Use as tintas com lucidez e coragem, com discernimento e boa vontade. Não poupe as palavras: dignidade, amizade, fraternidade, esperança e fé. Assim, ao terminar de escrever esse novo capítulo da sua vida, você não verá rasuras nem terá que reescrevê-lo em tempo algum, porque foi escrito com nobreza e sabedoria.

Pense nisso! Aproveite este dia e ame com todas as forças do seu coração, sem restrições, sem ver defeitos ou tristezas. Conjugar o verbo amar é escrever uma história feliz.

Não espere que a melhoria, a prosperidade e o bem-estar caiam do céu milagrosamente, sem fazer força. Tudo tem o preço da conquista, da busca, da participação, do esforço.

São muito potentes os talentos que você dispõe, ainda não explorados pelo seu pensar e sentir, e muitas são as suas possibilidades de crescer e conquistar o que mais quer ou precisa, chegando à felicidade. Basta que não amasse nem rabisque de forma inconseqüente essa página em branco, chamada hoje.

Autor desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 30 Outubro 2010 em Metáforas
","2015-09-20 19:06:20"
"O homem macaco","Eu estava de passagem pela Universidade de Fordhan, Nova York. Meu colega jesuíta americano, ao saber que eu gostava de escrever estorinhas leves para jovens, propôs um passeio a Long Island, onde veria alguma coisa sensacional, inesperada e até nunca sonhada por ninguém... Fez-me entrar no carro e saímos...

De fato, o que vi neste passeio é um caso único. Uma fábrica de sapatos projetada só para deficientes físicos. Todas as máquinas foram desenvolvidas pelo proprietário da empresa, Mister Henry Viscardi. Lá se viam máquinas acionadas só por um toco de braço, outras só pelos pés ou alguma perna atrofiada. Havia uma, a que mais me comoveu, manipulada pela boca de um operário tetraplégico!

Henry Viscardi, o dono e criador dessa maravilha de amor, era também deficiente físico. Nascera com as pernas atrofiadas do joelho para baixo e tinha apenas um esboço de pés. Quando criança, andava com as mãos, segurando dois tocos de madeira, calçados com borracha de pneu. Esse seu modo de andar lhe valeu o apelido de ""homem macaco"", dado pelos meninos da escola. Cada vez que o chamavam assim, ele saía, pulando com seus tocos de madeira, para ir chorar junto da professora.

Um dia, esta resolveu dar-lhe uma sacudidela moral, dizendo:

-- Você pode pôr um fim a tudo isso se quiser! É um garoto muito inteligente e pode ser o primeiro da classe. Quando tal acontecer, todos irão respeitá-lo.

Foi dito e feito. Passou a enfrentar aquela situação (ver-se chamado de ""homem macaco"") sem lágrimas nem agressividade. Mas, sobretudo, começou a caprichar nos estudos, em pouco tempo estava em primeiro lugar! Acabou-se a zombaria. Ele terminou o primário e o colegial.

Entrou para a faculdade e formou-se em engenharia. Casou-se e teve quatro filhas! Abriu uma indústria de sapatos e, em poucos anos, acumulou uma imensa fortuna!

Um dia, no seu carrão milionário, adaptado por ele próprio para ser controlado inteiramente com as mãos, viu um deficiente físico arrastando-se pelas ruas de Nova York. Aquilo doeu-lhe e lhe sugeriu uma grande idéia. Começou a planejar máquinas especiais para deficientes. Foram meses e meses de trabalho, debruçado sobre as pranchetas. ..

E a fábrica saiu do papel. Lá estava eu percorrendo seus pavilhões, saudado por dezenas e dezenas de sorrisos de deficientes... mas não havia deficiência alguma naqueles sorrisos, porque vinham de homens e mulheres muito felizes.

Henry Viscardi é um grande católico, mas sua fábrica, que leva o nome tão bem empregado de ""Abilities"" (Habilidade), tem emprego para todas as religiões e todos se amam com o mesmo sorriso de felicidade!

""Eu que conheci bem o sofrimento aprendi a socorrer os que sofrem"", diz Henry.

Há muitas pessoas sofredoras que, talvez, encontrassem paz e felicidade se procurassem ajudar alguém que sofre tanto ou mais do que elas. Esta é a lição maravilhosa, inesquecível do milionário deficiente físico que, do alto dos seus milhões de dólares, debruçou-se sobre outros deficientes e os ajudou a encontrar o seu lugar na vida. A Lição do ""Homem macaco""!

Autor desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 23 Outubro 2010 em Metáforas","2015-09-20 19:06:54"
"Crítica","Convidada a fazer uma preleção sobre a crítica, a conferencista compareceu ante o auditório superlotado, carregando pequeno fardo.

Após cumprimentar os presentes, retirou os livros e a jarra de água de sobre a mesa, deixando somente a toalha branca.

Em silêncio, acendeu poderosa lâmpada, enfeitou a mesa com dezenas de pérolas que trouxera no embrulho e com várias dúzias de flores frescas e perfumadas. Logo após, apanhou na sacola diversos enfeites de expressiva beleza, e enfileirou-os com graça. Em seguida, colocou sobre a mesa um exemplar do Novo Testamento em capa dourada.

Depois, diante do assombro de todos, depositou em meio aos demais objetos uma pequenina lagartixa, num frasco de vidro. Só então se dirigiu ao público perguntando:

O que é que os senhores estão vendo?

E a assembléia respondeu, em vozes discordantes:

Um bicho!

Um lagarto horrível!

Uma larva!

Um pequeno monstro!

Esgotados breves momentos de expectativa, a expositora considerou:

Assim é o espírito da crítica destrutiva, meus amigos! Os senhores não enxergaram o forro de seda alva, que recobre a mesa. Não viram as flores, nem sentiram o seu perfume. Não perceberam as pérolas, nem as outras preciosidades. Não atentaram para o Novo Testamento, nem para a luz faiscante que acendi no início. Mas não passou despercebida, aos olhos da maioria, a diminuta lagartixa...

E, sorridente, concluiu sua exposição esclarecendo:

Nada mais tenho a dizer...

Quantas vezes não nos temos feito cegos para as coisas e situações valorosas da vida.

Autor desconhecido 
Enviada por: Edeli Arnaldi
 Publicado: 16 Outubro 2010 em Metáforas","2015-09-20 19:07:18"
"Você se torna aquilo que acredita que é","Era uma vez uma grande montanha onde as águias tinham seus ninhos. Um dia, um tremor de terra fez com que um dos ovos de águia rolasse montanha abaixo. Ele rolou até parar no terreiro de uma fazenda ao pé da montanha. As galinhas, como sempre muito responsáveis, decidiram cuidar do ovo e uma galinha mais velha ficou com a incumbência de chocá-lo e cuidar da educação da pequena ave.

Após algumas semanas, o ovo se abriu e uma bela águia nasceu. Infelizmente, a pequena águia foi criada como uma galinha e passou a acreditar que era mais uma ave do galinheiro da fazenda. A águia amava seu lar e sua família, mas, intimamente, seu espírito sonhava com algo mais.

Um dia, enquanto ciscava o chão à procura de insetos, a águia olhou para o céu e viu um grupo de poderosas águias voando muito alto. ""OH"", a águia gritou, ""como eu gostaria de voar como aquelas aves"". As galinhas riram e zombaram: ""Você não pode voar como aquelas aves. Você é uma galinha, e galinhas não voam"".

A águia continuou a mirar sua verdadeira família, sonhando que poderia estar lá em cima com aquelas belas aves. Mas toda vez que ela revelava seus sonhos, era lembrada que isto não era possível. Isto foi o que a águia aprendeu a acreditar. Com o passar do tempo, a águia parou de sonhar e continuou a viver sua vida de galinha. Finalmente, após muitos anos vivendo como galinha, a águia morreu.

Moral da história: você se torna aquilo que você acredita que é. Assim, se você sonha que é uma águia, siga seus sonhos e não os conselhos das galinhas. Ilustra uma das formas mais comuns de bloqueios à criatividade, os bloqueios culturais: barreiras que impomos a nós mesmos, geradas por pressões da sociedade, cultura ou grupo a que pertencemos.

Autor desconhecido 
Enviada por: Suelen
Publicado: 09 Outubro 2010 em Metáforas","2015-09-20 19:07:41"
"A espada mágica","Existe uma história muito, muito antiga, do tempo dos cavaleiros em brilhantes armaduras, sobre um jovem comum que estava com muito medo de testar sua habilidade com as armas, no torneio local.

Certo dia, seus amigos quiseram pregar-lhe uma peça e lhe deram de presente uma espada, dizendo que tinha um poder mágico muito antigo. O homem que a empunhasse jamais seria derrotado em combate.

Para surpresa deles, o jovem correu para o torneio e pôs em uso o presente, ganhando todos os combates. Ninguém jamais vira tanta velocidade e ousadia na espada.

A cada torneio, a notícia de sua maestria se espalhava, e não tardou a ser ovacionado como o primeiro cavaleiro do reino.

Por fim, achando que não faria mal nenhum, um dos seus amigos revelou a brincadeira, confessando que o instrumento não tinha nada de mágico, era só uma espada comum.

Imediatamente o jovem cavaleiro foi dominado pelo terror.

De pé na extremidade da área de combate, as pernas tremeram, a respiração ficou presa na garganta e os dedos perderam a força. Incapaz de continuar acreditando na espada, ele já não acreditava mais em si mesmo.

E nunca mais competiu.

Reflexão:

Será que precisamos de ""Mágica"" em nossa vida ou temos consciência de nosso valor e de nosso potencial?

Autor desconhecido 
Enviada por: Edeli Arnaldi
Publicado: 02 Outubro 2010 em Metáforas","2015-09-20 19:08:12"
"Quem não pede acaba pagando um preço alto","Há vários anos, a Universidade de Chicago recebeu uma doação de 1 milhão de dólares da Sra. Fields da famosa e bem-sucedida loja de departamentos Marshall Fields. Quando a administração da Universidade de Northwestern leu a manchete no jornal, as pessoas de lá ficaram chocadas. Como podia ser? A Sra. Fields morava em Evanston, Illinois. A Northwestern ficava em Evanston, Illinois. Ela havia sido patrona desta Universidade no passado. Por que não doou o dinheiro à Northwestern? Por que em vez disso tinha doado o dinheiro à Universidade de Chicago?

Quando os funcionários da universidade ligaram para a Sra. Fields para descobrir por que ela havia doado o dinheiro à Universidade de Chicago, e não a eles, ela respondeu: ""O pessoal da Universidade de Chicago pediu. Vocês não.""

Do livro: Canja de Galinha para a Alma
Ediouro","2015-09-20 19:08:39"
